stock_area_code,stock_area_description,geo_type,geo_code,jurisdiction,constraint,confidence
*F483C,FAO 48.3 Antarctic - Management Area C: 40° W to 33° 30' W – 52° 30' S to 56° S,FAO,48.3,,,ok
GF8-11,GSA 8-9-10-11,GSA,GSA8,,,ok
GF8-11,GSA 8-9-10-11,GSA,GSA9,,,ok
GF8-11,GSA 8-9-10-11,GSA,GSA10,,,ok
GF8-11,GSA 8-9-10-11,GSA,GSA11,,,ok
*8ABDE,"8a, 8b, 8d and 8e",FAO,27.8.a,,,ok
*8ABDE,"8a, 8b, 8d and 8e",FAO,27.8.b,,,ok
*8ABDE,"8a, 8b, 8d and 8e",FAO,27.8.d,,,ok
*8ABDE,"8a, 8b, 8d and 8e",FAO,27.8.e,,,ok
2A4AB-,"IIa) (1), IVa) (1), IVb) (1)",FAO,27.2.a,,,ok
2A4AB-,"IIa) (1), IVa) (1), IVb) (1)",FAO,27.4.a,,,ok
2A4AB-,"IIa) (1), IVa) (1), IVb) (1)",FAO,27.4.b,,,ok
2A4AB-,"IIa) (1), IVa) (1), IVb) (1)",FAO,27.1,,,ok
KIR_2012,Kiribati,EEZ,KIR,KIR,,ok
24_AMS,United Kingdom and international waters of  2; United Kingdom and Union waters of 4 (shared quota),FAO,27.2,GBR+INT,,ok
24_AMS,United Kingdom and international waters of  2; United Kingdom and Union waters of 4 (shared quota),FAO,27.4,GBR+EU,,ok
02B.,2b,FAO,27.2.b,,,ok
3A/4BC,"IIIa), IVb),c)",FAO,27.4.b,,,ok
3A/4BC,"IIIa), IVb),c)",FAO,27.4.c,,,ok
3A/4BC,"IIIa), IVb),c)",FAO,27.3.a,,,ok
*4A-UK,United Kingdom waters of 4a,FAO,27.4.a,GBR,,ok
1234-,"Union and international waters of I, II, III and IV",FAO,27.1,EU+INT,,ok
1234-,"Union and international waters of I, II, III and IV",FAO,27.2,EU+INT,,ok
1234-,"Union and international waters of I, II, III and IV",FAO,27.3,EU+INT,,ok
1234-,"Union and international waters of I, II, III and IV",FAO,27.4,EU+INT,,ok
*5-14X,special condition under 514GRN concerning RED fished in association with demersal components outside the NEAFC box defined in footnote 2,RFMO,NEAFC,,,ok
*5-14X,special condition under 514GRN concerning RED fished in association with demersal components outside the NEAFC box defined in footnote 2,FAO,27.2,,,ok
5B6ANB,"United Kingdom and international waters of 5b; 6b and 6aN (Reference is to the herring stock in the part of ICES zone 6a east of 7°W and north of 55°N, or west of 7°W and north of 56°N, excluding the Clyde)",FAO,27.5.b,GBR+INT,,ok
5B6ANB,"United Kingdom and international waters of 5b; 6b and 6aN (Reference is to the herring stock in the part of ICES zone 6a east of 7°W and north of 55°N, or west of 7°W and north of 56°N, excluding the Clyde)",FAO,27.6.b,,east of 7°W | north of 55°N | west of 7°W | north of 56°N,ok
5B6ANB,"United Kingdom and international waters of 5b; 6b and 6aN (Reference is to the herring stock in the part of ICES zone 6a east of 7°W and north of 55°N, or west of 7°W and north of 56°N, excluding the Clyde)",FAO,27.6.a,,east of 7°W | north of 55°N | west of 7°W | north of 56°N,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.3.a,,,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.2.a,GBR+EU,,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.3.b,GBR+EU,,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.3.c,GBR+EU,,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.3.d,GBR+EU,,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.4,GBR+EU,,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.2.a,NOR,,ok
2A34-N,"3a; United Kingdom, Union waters of 2a, 3b, 
3c, 3d and 4; Norwegian waters 2a and 4a",FAO,27.4.a,NOR,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.8.d,GBR+EU,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.6,GBR+EU,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.7,GBR+EU,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.8.a,EU,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.8.b,EU,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.8.e,EU,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.12,INT,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.14,INT,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.2.a,GBR+INT,,ok
*2A14,"United Kingdom and Union waters of 6, 7, 8d; Union waters of 8a, 8b and 8e; international waters of 12 and 14; and United Kingdom and international waters of 2a and 5b",FAO,27.5.b,GBR+INT,,ok
*4AN.,Norwegian waters of 4a,FAO,27.4.a,NOR,,ok
MED1_TR4,(no description - inferred from code),NONE,,,MED1_TR4,Mediterranean effort regime code - not an area
MED,Mediterranean Sea,FAO,37,,,ok
N3LN.,NAFO 3LN,FAO,21.3.L,NAFO,,ok
N3LN.,NAFO 3LN,FAO,21.3.N,NAFO,,ok
2A4A5-,"Faroe zone: IIa),IVa),V,VI",FAO,27.2.a,FRO,,ok
2A4A5-,"Faroe zone: IIa),IVa),V,VI",FAO,27.4.a,FRO,,ok
2A4A5-,"Faroe zone: IIa),IVa),V,VI",FAO,27.5,FRO,,ok
2A4A5-,"Faroe zone: IIa),IVa),V,VI",FAO,27.6,FRO,,ok
*234_4,Sandeel management area 4,SANDEEL,SAN4,,,ok
*93411P-BC,9 and 10; Union waters of CECAF 34.1.1 (By-catch),FAO,27.9,,,ok
*93411P-BC,9 and 10; Union waters of CECAF 34.1.1 (By-catch),FAO,27.10,,,ok
*93411P-BC,9 and 10; Union waters of CECAF 34.1.1 (By-catch),FAO,34.1.1,EU,,ok
MED1_TR2,(no description - inferred from code),NONE,,,MED1_TR2,Mediterranean effort regime code - not an area
4S59N-,IV south of 59° N,FAO,27.4,,south of 59° N,ok
MED3_TBB_TR2,(no description - inferred from code),NONE,,,MED3_TBB_TR2,Mediterranean effort regime code - not an area
4AB-N.,Norwegian waters of IV,FAO,27.4,NOR,,ok
7/3411,"7, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7,,,ok
7/3411,"7, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8,,,ok
7/3411,"7, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.9,,,ok
7/3411,"7, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.10,,,ok
7/3411,"7, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,34.1.1,EU,,ok
WI516-,West Indian Ocean 51.6 & 51.8.2 between 10°30'S & 26°30'S,FAO,51.6,,between 10°30'S & 26°30'S,ok
WI516-,West Indian Ocean 51.6 & 51.8.2 between 10°30'S & 26°30'S,FAO,51.8.2,,between 10°30'S & 26°30'S,ok
46AN56,"IV, VIa) North 56°30' North",FAO,27.6.a,,,ok
46AN56,"IV, VIa) North 56°30' North",FAO,27.4,,,ok
04.,ICES sub-area IV - North Sea,FAO,27.4,,,ok
MED3_OTB_TR1,(no description - inferred from code),NONE,,,MED3_OTB_TR1,Mediterranean effort regime code - not an area
03AN-C,Skagerrak (Division IIIa) - EU waters,FAO,27.3.a,EU,,ok
89-,Union and international waters of VIII and IX,FAO,27.8,EU+INT,,ok
89-,Union and international waters of VIII and IX,FAO,27.9,EU+INT,,ok
3DEFS.,Estonia zone: IIId),FAO,27.3.d,EST,,ok
N0-CA.,Canada zone: NAFO 0,FAO,21.0,CAN,,ok
MUS_2022,Mauritius,EEZ,MUS,MUS,,ok
*4-EU-BC,Union waters of 4,FAO,27.4,EU,,ok
12INT-,International waters of 12,FAO,27.12,INT,,ok
*03AN.,Skagerrak,FAO,27.3.a.20,,,ok
2C3A4,3a and 4; United Kingdom waters of 2a,FAO,27.3.a,,,ok
2C3A4,3a and 4; United Kingdom waters of 2a,FAO,27.4,,,ok
2C3A4,3a and 4; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
1214EI_AMS,"United Kingdom and international  waters of 1, 2 and 14 (shared quota)",FAO,27.1,GBR+INT,,ok
1214EI_AMS,"United Kingdom and international  waters of 1, 2 and 14 (shared quota)",FAO,27.2,GBR+INT,,ok
1214EI_AMS,"United Kingdom and international  waters of 1, 2 and 14 (shared quota)",FAO,27.14,GBR+INT,,ok
08E.,ICES division VIIIe - Bay of Biscay - West Bay,FAO,27.8.e,,,ok
06.,ICES division VIa - Northwest coast of Scotland and North Ireland,FAO,27.6.a,,,ok
05A-IS,Icelandic waters of Va,FAO,27.5.a,ISL,,ok
F484.,FAO 48.4 Antarctic,FAO,48.4,,,ok
N3PS.,Subdivision 21.3Ps (Southeastern subdivision),FAO,21.3.Ps,NAFO,,ok
*F-41E,Division 58.4.1 east of 115° E,FAO,58.4.1,,east of 115° E,ok
*F-41E,Division 58.4.1 east of 115° E,FAO,27.1,,east of 115° E,ok
1/2NJM,"I, II (Norwegian EEZ and fishery zone around Jan Mayen)",FAO,27.1,NOR,,ok
1/2NJM,"I, II (Norwegian EEZ and fishery zone around Jan Mayen)",FAO,27.2,NOR,,ok
N01CA.,"Canada zone: NAFO 0,1",FAO,21.0,CAN,,ok
N01CA.,"Canada zone: NAFO 0,1",FAO,21.1,CAN,,ok
1/2INT,International waters of 1 and 2,FAO,27.1,INT,,ok
1/2INT,International waters of 1 and 2,FAO,27.2,INT,,ok
4N59N-,IV north of 59° N,FAO,27.4,,north of 59° N,ok
*ICAS05N_TOT,"ICCAT Convention area, south of 5°N (EU incl shared quota)",RFMO,ICCAT,,south of 5°N,ok
7BC.,7b and 7c,FAO,27.7.b,,,ok
7BC.,7b and 7c,FAO,27.7.c,,,ok
PAE,Eastern Pacific Ocean,RFMO,IATTC,,,ok
N5W696,"NAFO 5 west of 69°00' west, 6",FAO,21.5,NAFO,,ok
N5W696,"NAFO 5 west of 69°00' west, 6",FAO,27.6,,,ok
*4-EU,Union waters of 4,FAO,27.4,EU,,ok
7G-K.,"7a south of 52° 30’ N; 7g, 7h, 7j and 7k (This zone is increased by the area bounded: — to the north by latitude 52° 30' N, — to the south by latitude 52° 00' N, — to the west by the coast of Ireland, — to the east by the coast of the United Kingdom.)",FAO,27.7.a,,,ok
7G-K.,"7a south of 52° 30’ N; 7g, 7h, 7j and 7k (This zone is increased by the area bounded: — to the north by latitude 52° 30' N, — to the south by latitude 52° 00' N, — to the west by the coast of Ireland, — to the east by the coast of the United Kingdom.)",FAO,27.7.g,GBR,,ok
7G-K.,"7a south of 52° 30’ N; 7g, 7h, 7j and 7k (This zone is increased by the area bounded: — to the north by latitude 52° 30' N, — to the south by latitude 52° 00' N, — to the west by the coast of Ireland, — to the east by the coast of the United Kingdom.)",FAO,27.7.h,GBR,,ok
7G-K.,"7a south of 52° 30’ N; 7g, 7h, 7j and 7k (This zone is increased by the area bounded: — to the north by latitude 52° 30' N, — to the south by latitude 52° 00' N, — to the west by the coast of Ireland, — to the east by the coast of the United Kingdom.)",FAO,27.7.j,GBR,,ok
7G-K.,"7a south of 52° 30’ N; 7g, 7h, 7j and 7k (This zone is increased by the area bounded: — to the north by latitude 52° 30' N, — to the south by latitude 52° 00' N, — to the west by the coast of Ireland, — to the east by the coast of the United Kingdom.)",FAO,27.7.k,GBR,,ok
*02AN-,Norwegian waters of 2a,FAO,27.2.a,NOR,,ok
4BC7D,"United Kingdom and Union waters of  4b, 4c and 7d",FAO,27.4.b,GBR+EU,,ok
4BC7D,"United Kingdom and Union waters of  4b, 4c and 7d",FAO,27.4.c,GBR+EU,,ok
4BC7D,"United Kingdom and Union waters of  4b, 4c and 7d",FAO,27.7.d,GBR+EU,,ok
CPV_2011,Cape Verde,EEZ,CPV,CPV,,ok
N1GL14,"Greenland waters of NAFO 1F and Greenland waters of 5, 12 and 14",FAO,21.1.F,GRL,,ok
N1GL14,"Greenland waters of NAFO 1F and Greenland waters of 5, 12 and 14",FAO,27.5,GRL,,ok
N1GL14,"Greenland waters of NAFO 1F and Greenland waters of 5, 12 and 14",FAO,27.12,GRL,,ok
N1GL14,"Greenland waters of NAFO 1F and Greenland waters of 5, 12 and 14",FAO,27.14,GRL,,ok
234_5,Union waters of sandeel management area 5,SANDEEL,SAN5,EU,,ok
N3MNO,"NAFO 3M, 3N, 3O = FAO 21.3.M + 21.3.N + 21.3.O",FAO,21.3.M,NAFO,,ok
N3MNO,"NAFO 3M, 3N, 3O = FAO 21.3.M + 21.3.N + 21.3.O",FAO,21.3.N,NAFO,,ok
N3MNO,"NAFO 3M, 3N, 3O = FAO 21.3.M + 21.3.N + 21.3.O",FAO,21.3.O,NAFO,,ok
F47NAM,SEAFO Sub-Division B1 (the area is defined as having: its western boundary on the longitude 0°E; its northern boundary on the latitude 20°S; its southern boundary on the latitude 28°S and the eastern boundary outer limits of the Namibian EEZ),RFMO,SEAFO,,,ok
F47NAM,SEAFO Sub-Division B1 (the area is defined as having: its western boundary on the longitude 0°E; its northern boundary on the latitude 20°S; its southern boundary on the latitude 28°S and the eastern boundary outer limits of the Namibian EEZ),FAO,27.1,,,ok
03A.2,3a,FAO,27.3.a,,,ok
9SX3411,Part of subarea 9 south (see coordinates in the regulation) and Union waters of CECAF 34.1.1,FAO,34.1.1,EU,,ok
9SX3411,Part of subarea 9 south (see coordinates in the regulation) and Union waters of CECAF 34.1.1,FAO,27.9,EU,,ok
1/2.,United Kingdom and international  waters of 1 and 2,FAO,27.1,GBR+INT,,ok
1/2.,United Kingdom and international  waters of 1 and 2,FAO,27.2,GBR+INT,,ok
08-SPN,Spain zone: VIII,FAO,27.8,ESP,,ok
CECAF3412,(no description - inferred from code),FAO,34.1.2,EU,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.e,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.f,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.g,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.h,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.j,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.k,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.b,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.c,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.9,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.10,,,ok
7XAD34,"7b, 7c, 7e-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,34.1.1,EU,,ok
8C3411,"8c, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8.c,,,ok
8C3411,"8c, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.9,,,ok
8C3411,"8c, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.10,,,ok
8C3411,"8c, 9 and 10; Union waters of CECAF 34.1.1",FAO,34.1.1,EU,,ok
KEN_DIR,Direct authorisations with Kenya,EEZ,KEN,KEN,,ok
GRL1,Greenlandic waters: within NAFO subarea 1F West of 44° 00' W and South of 60° 45' N; within NAFO subarea 1 south of 60° 45' N (Cape Desolation); within ICES division 14b East of 44° 00' W and South of 62° 30' N.,FAO,21.1.F,GRL,West of 44° 00' W | South of 60° 45' N,ok
GRL1,Greenlandic waters: within NAFO subarea 1F West of 44° 00' W and South of 60° 45' N; within NAFO subarea 1 south of 60° 45' N (Cape Desolation); within ICES division 14b East of 44° 00' W and South of 62° 30' N.,FAO,21.1,NAFO,south of 60° 45' N,ok
GRL1,Greenlandic waters: within NAFO subarea 1F West of 44° 00' W and South of 60° 45' N; within NAFO subarea 1 south of 60° 45' N (Cape Desolation); within ICES division 14b East of 44° 00' W and South of 62° 30' N.,FAO,27.14.b,,East of 44° 00' W | South of 62° 30' N,ok
46AN7-,"IVa), VIa) (North 56°30' North), VIIe),f),h)",FAO,27.7.e,,,ok
46AN7-,"IVa), VIa) (North 56°30' North), VIIe),f),h)",FAO,27.7.f,,,ok
46AN7-,"IVa), VIa) (North 56°30' North), VIIe),f),h)",FAO,27.7.h,,,ok
46AN7-,"IVa), VIa) (North 56°30' North), VIIe),f),h)",FAO,27.4.a,,,ok
46AN7-,"IVa), VIa) (North 56°30' North), VIIe),f),h)",FAO,27.6.a,,,ok
*8303F,"Atlantic Ocean, east of 45° W, and Mediterranean",FAO,37,,east of 45° W,ok
*8303F,"Atlantic Ocean, east of 45° W, and Mediterranean",FAO,ATL,,east of 45° W,check
46714.,"IV, VI, VII, XIV",FAO,27.4,,,ok
46714.,"IV, VI, VII, XIV",FAO,27.6,,,ok
46714.,"IV, VI, VII, XIV",FAO,27.7,,,ok
46714.,"IV, VI, VII, XIV",FAO,27.14,,,ok
XHO,NEAFC Stock - Horse mackerel,RFMO,NEAFC,,,ok
06A/FS,"Vb), VIa)",FAO,27.5.b,,,ok
06A/FS,"Vb), VIa)",FAO,27.6.a,,,ok
N56.,"NAFO 5,6.",FAO,21.5,NAFO,,ok
N56.,"NAFO 5,6.",FAO,21.6,NAFO,,ok
5A1214,"Va) (1), XII (1), XIV (1)",FAO,27.5.a,,,ok
5A1214,"Va) (1), XII (1), XIV (1)",FAO,27.1,,,ok
5A1214,"Va) (1), XII (1), XIV (1)",FAO,27.12,,,ok
5A1214,"Va) (1), XII (1), XIV (1)",FAO,27.14,,,ok
3D-R30,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",FAO,27.3.d.25,EU,,ok
3D-R30,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",FAO,27.3.d.26,EU,,ok
3D-R30,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",FAO,27.3.d.27,EU,,ok
3D-R30,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",FAO,27.3.d.28.2,EU,,ok
3D-R30,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",FAO,27.3.d.29,EU,,ok
3D-R30,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",FAO,27.3.d.32,EU,,ok
N01.,"NAFO 0,1.",FAO,21.0,NAFO,,ok
N01.,"NAFO 0,1.",FAO,21.1,NAFO,,ok
*2AC4-C2,4; United Kingdom waters of 2a,FAO,27.4,,,ok
*2AC4-C2,4; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
03D-RG,Zone IIId gulf of Riga,FAO,27.3.d.28.1,,,ok
03D-RG,Zone IIId gulf of Riga,FAO,27.3.d,,,ok
*07H,United Kingdom and Union waters of 7h,FAO,27.7.h,GBR+EU,,ok
N01SCA,"Canada zone: NAFO 0,1 South 68° North",FAO,21.0,CAN,,ok
N01SCA,"Canada zone: NAFO 0,1 South 68° North",FAO,21.1,CAN,,ok
N3LNOX,NAFO 3LNO (Not including the box bounded by the following coordinates:  47°20'N 46°40'W; 47°20'N 46°30'W; 46°00'N 46°30'W; 46°00'N 46°40'W and depth more than 200m),FAO,21.3.L,NAFO,,ok
N3LNOX,NAFO 3LNO (Not including the box bounded by the following coordinates:  47°20'N 46°40'W; 47°20'N 46°30'W; 46°00'N 46°30'W; 46°00'N 46°40'W and depth more than 200m),FAO,21.3.N,NAFO,,ok
N3LNOX,NAFO 3LNO (Not including the box bounded by the following coordinates:  47°20'N 46°40'W; 47°20'N 46°30'W; 46°00'N 46°30'W; 46°00'N 46°40'W and depth more than 200m),FAO,21.3.O,NAFO,,ok
GF24-27,GSA 24-25-26-27,GSA,GSA24,,,ok
GF24-27,GSA 24-25-26-27,GSA,GSA25,,,ok
GF24-27,GSA 24-25-26-27,GSA,GSA26,,,ok
GF24-27,GSA 24-25-26-27,GSA,GSA27,,,ok
8C9SPN,"Spain zone: VIIIc), IX",FAO,27.8.c,ESP,,ok
8C9SPN,"Spain zone: VIIIc), IX",FAO,27.9,ESP,,ok
3D27.,Union waters of Subdivision 27,FAO,27.3.d.27,EU,,ok
*09AW3,See coordinates in the regulation,NONE,,,,no geography
*2A3X4,"4, the part of 3a not covered by the Skagerrak and Kattegat, and United Kingdom waters of 2a",FAO,27.3.a,GBR,,ok
*2A3X4,"4, the part of 3a not covered by the Skagerrak and Kattegat, and United Kingdom waters of 2a",FAO,27.2.a,GBR,,ok
*2A3X4,"4, the part of 3a not covered by the Skagerrak and Kattegat, and United Kingdom waters of 2a",FAO,27.4,GBR,,ok
*7D-EU,7d,FAO,27.7.d,,,ok
08C.,8c,FAO,27.8.c,,,ok
ICAE45W_AMS,"ICCAT Convention area, east of 45°W (shared quota)",RFMO,ICCAT,,east of 45°W,ok
AN05N,"Atlantic Ocean, North of 5° N",FAO,ATL,,North of 5° N,check
*F47NA,Division B1 (SEAFO),RFMO,SEAFO,,,ok
*F47NA,Division B1 (SEAFO),FAO,27.1,,,ok
CIV_2018,Ivory Coast,EEZ,CIV,CIV,,ok
4W1E59,IVa) between 59°N & 62°N and 4°W & 1°E,FAO,27.4.a,,between 59°N & 62°N and 4°W & 1°E,ok
N01S-C,"NAFO 0,1-SOUTH 68° NORTH (1)",FAO,21.0,NAFO,,ok
N01S-C,"NAFO 0,1-SOUTH 68° NORTH (1)",FAO,21.1,NAFO,,ok
N01S-C,"NAFO 0,1-SOUTH 68° NORTH (1)",FAO,27.1,,,ok
F48.,FAO 48,FAO,48,,,ok
03-,Union and international waters of 3,FAO,27.3,EU+INT,,ok
03D-32,Baltic zone IIId (32),FAO,27.3.d.32,,,ok
3D24.,Subdivision 24,FAO,27.3.d.24,,,ok
N4V.,Division 21.4V,FAO,21.4.V,NAFO,,ok
N01N.,"NAFO 0,1-NORTH 68° NORTH.",FAO,21.0,NAFO,,ok
N01N.,"NAFO 0,1-NORTH 68° NORTH.",FAO,21.1,NAFO,,ok
*RG541,created to stock quota qty exchanged in 2008 to cover negative quotas from 2007 overfishings (reg 541/2008),NONE,,,,no geography
MUS_2014,Mauritius,EEZ,MUS,MUS,,ok
*2A6.,"6, international waters of 2a",FAO,27.2.a,INT,,ok
*2A6.,"6, international waters of 2a",FAO,27.6,INT,,ok
N34.,NAFO subareas 3 and 4,FAO,21.3,NAFO,,ok
N34.,NAFO subareas 3 and 4,FAO,21.4,NAFO,,ok
5/14-C,V; XIV (1),FAO,27.5,,,ok
5/14-C,V; XIV (1),FAO,27.14,,,ok
5/14-C,V; XIV (1),FAO,27.1,,,ok
GMB_2019,Gambia,EEZ,GMB,GMB,,ok
*D-USA,Fishing days within chartering arrangement with USA,CHARTER,USA,,,charter
*09AW2,See coordinates in the regulation,NONE,,,,no geography
*FRO,Faroese waters,EEZ,FRO,FRO,,ok
XIS,NEAFC Stock - Pelagic S.mentella in the Irminger Sea,RFMO,NEAFC,,,ok
F5852.,FAO 58.5.2 Antarctic,FAO,58.5.2,,,ok
SE471-,ICSEAF 4711;4712 & 475 north of 12°20' south; CECAF 3436,FAO,34.3.6,,,ok
N3L,NAFO 3L = FAO 21.3.L,FAO,21.3.L,NAFO,,ok
04-,"IV 1), 2)",FAO,27.4,,,ok
04-,"IV 1), 2)",FAO,27.1,,,ok
04-,"IV 1), 2)",FAO,27.2,,,ok
N23KL.,"NAFO 2,3KL",FAO,21.2,NAFO,,ok
N23KL.,"NAFO 2,3KL",FAO,21.3.K,NAFO,,ok
N23KL.,"NAFO 2,3KL",FAO,21.3.L,NAFO,,ok
*8ABD.,"8a, 8b and 8d",FAO,27.8.a,,,ok
*8ABD.,"8a, 8b and 8d",FAO,27.8.b,,,ok
*8ABD.,"8a, 8b and 8d",FAO,27.8.d,,,ok
N4VW.,NAFO 4VW,FAO,21.4.V,NAFO,,ok
N4VW.,NAFO 4VW,FAO,21.4.W,NAFO,,ok
7BCXDC,"VIIb),c) (Donegal bay excepted) (1)",FAO,27.7.b,,,ok
7BCXDC,"VIIb),c) (Donegal bay excepted) (1)",FAO,27.7.c,,,ok
7BCXDC,"VIIb),c) (Donegal bay excepted) (1)",FAO,27.1,,,ok
7X7A.,"VIIb),c),d),e),f),g),h),j),k)",FAO,27.7.b,,,ok
7X7A.,"VIIb),c),d),e),f),g),h),j),k)",FAO,27.7.c,,,ok
7X7A.,"VIIb),c),d),e),f),g),h),j),k)",FAO,27.7.d,,,ok
7X7A.,"VIIb),c),d),e),f),g),h),j),k)",FAO,27.7.e,,,ok
7X7A.,"VIIb),c),d),e),f),g),h),j),k)",FAO,27.7.f,,,ok
7X7A.,"VIIb),c),d),e),f),g),h),j),k)",FAO,27.7.g,,,ok
7X7A.,"VIIb),c),d),e),f),g),h),j),k)",FAO,27.7.h,,,ok
3/4.,"Community waters and international waters of III, IV",FAO,27.3,EU+INT,,ok
3/4.,"Community waters and international waters of III, IV",FAO,27.4,EU+INT,,ok
03A-,Union waters of 3a,FAO,27.3.a,EU,,ok
46A.,"IV, VIa)",FAO,27.6.a,,,ok
46A.,"IV, VIa)",FAO,27.4,,,ok
2AC47D,United Kingdom and Union waters of 4 and 7d; United Kingdom waters of 2a,FAO,27.7.d,GBR+EU,,ok
2AC47D,United Kingdom and Union waters of 4 and 7d; United Kingdom waters of 2a,FAO,27.4,GBR+EU,,ok
2AC47D,United Kingdom and Union waters of 4 and 7d; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
MOZ_2012,Mozambique,EEZ,MOZ,MOZ,,ok
10S-,"X south36°30'N,CECAF south31°00'N & north31°00'N west17°30'W",FAO,27.10,,,ok
N56,"NAFO 5, 6 = FAO 21.5 + 21.6",FAO,21.5,NAFO,,ok
N56,"NAFO 5, 6 = FAO 21.5 + 21.6",FAO,21.6,NAFO,,ok
910PRT,"IX, X (Waters under sovereignity or juridiction of third countries)",FAO,27.9,THIRD,,ok
910PRT,"IX, X (Waters under sovereignity or juridiction of third countries)",FAO,27.10,THIRD,,ok
07DE.,7d and 7e,FAO,27.7.d,,,ok
07DE.,7d and 7e,FAO,27.7.e,,,ok
