stock_area_code,stock_area_description,geo_type,geo_code,jurisdiction,constraint,confidence
7EF.,7e and 7f,FAO,27.7.e,,,ok
7EF.,7e and 7f,FAO,27.7.f,,,ok
GRL_2016,Greenland Agreement from 2016,EEZ,GRL,GRL,,ok
234_1,Union waters of sandeel management area 1,SANDEEL,SAN1,EU,,ok
234_3R,United Kingdom and Union waters of sandeel management area 3r,SANDEEL,SAN3,GBR+EU,,ok
22/32-,Baltic zone IIIc (22) and IIId (32),FAO,27.3.c.22,,,ok
22/32-,Baltic zone IIIc (22) and IIId (32),FAO,27.3.d.32,,,ok
*E45W8301,"ICCAT Convention area, east of 45°W",RFMO,ICCAT,,east of 45°W,ok
N5ZW6.,"NAFO 5Zw,6",FAO,21.5.Zw,NAFO,,ok
N5ZW6.,"NAFO 5Zw,6",FAO,21.6,NAFO,,ok
*04A-C,Union waters of 4a (= 4a limited by parent stock to Union waters),FAO,27.4.a,EU,,ok
234_7R,"United Kingdom and Union waters of sandeel management area 7r (Excluding waters within six nautical miles of the United Kingdom's baselines at Shetland, Fair Isle and Foula).",SANDEEL,SAN7,GBR+EU,,ok
MUS_2017,Mauritius,EEZ,MUS,MUS,,ok
234_1R,United Kingdom and Union waters of sandeel management area 1r,SANDEEL,SAN1,GBR+EU,,ok
*51214,SC catches taken under quota RED/514GRN in NEAFC area,RFMO,NEAFC,,,ok
N23K.,"NAFO 2,3K.",FAO,21.2,NAFO,,ok
N23K.,"NAFO 2,3K.",FAO,21.3.K,NAFO,,ok
2A5B-F,"II , V b north of 62° N (Faroes waters)",FAO,27.5.b,FRO,north of 62° N,ok
2A5B-F,"II , V b north of 62° N (Faroes waters)",FAO,27.2,FRO,north of 62° N,ok
07AMA.,VIIa) Man stock,FAO,27.7.a,,,ok
N4VWX.,NAFO 4VWX,FAO,21.4.V,NAFO,,ok
N4VWX.,NAFO 4VWX,FAO,21.4.W,NAFO,,ok
N4VWX.,NAFO 4VWX,FAO,21.4.X,NAFO,,ok
1/2B_AMS,1 and 2b (this refers to Svalbard waters and to the international waters of ICES subarea 1 and division 2b) (shared quota),FAO,27.2.b,INT,,ok
1/2B_AMS,1 and 2b (this refers to Svalbard waters and to the international waters of ICES subarea 1 and division 2b) (shared quota),FAO,27.1,INT,,ok
AGO_DIR,Direct authorisations with Angola,EEZ,AGO,AGO,,ok
514-C.,"V (1), XIV (1)",FAO,27.5,,,ok
514-C.,"V (1), XIV (1)",FAO,27.1,,,ok
514-C.,"V (1), XIV (1)",FAO,27.14,,,ok
BSA,,NODESC,,,,manual
678.,"VI, VII, VIII",FAO,27.6,,,ok
678.,"VI, VII, VIII",FAO,27.7,,,ok
678.,"VI, VII, VIII",FAO,27.8,,,ok
4ABC7D,"IV a), IV b), IV c), VII d)",FAO,27.4.a,,,ok
4ABC7D,"IV a), IV b), IV c), VII d)",FAO,27.4.b,,,ok
4ABC7D,"IV a), IV b), IV c), VII d)",FAO,27.4.c,,,ok
4ABC7D,"IV a), IV b), IV c), VII d)",FAO,27.7.d,,,ok
1012-,Union and international waters of X and XII,FAO,27.10,EU+INT,,ok
1012-,Union and international waters of X and XII,FAO,27.12,EU+INT,,ok
3BCD.,"IIIb),c),d)",FAO,27.3.b,,,ok
3BCD.,"IIIb),c),d)",FAO,27.3.c,,,ok
3BCD.,"IIIb),c),d)",FAO,27.3.d,,,ok
PRT-X.,Portuguese waters beyond 12 naut.m. from the baselines exc. zones listed Annex I,FAO,27.1,,,ok
1N2AB.,Norwegian waters of 1 and 2,FAO,27.1,NOR,,ok
1N2AB.,Norwegian waters of 1 and 2,FAO,27.2,NOR,,ok
S64E44,South of 64° N East of 44° W,NONE,,,South of 64° N | East of 44° W,constraint only - inherits parent area
*5-14.,Greenland waters of V and XIV,FAO,27.5,GRL,,ok
*5-14.,Greenland waters of V and XIV,FAO,27.14,GRL,,ok
12-,XII  (Community waters and waters not under the sovereignty or jurisdiction of third countries),FAO,27.12,EU+THIRD,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.1,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.2,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.3,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.4,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.5,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.8,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.9,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.10,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.12,EU,,ok
1CX14C,"Community waters of I, II, III, IV, V, VIII, IX, X, XII and XIV",FAO,27.14,EU,,ok
3A4-N.,"Norway zone: IIIa), IV",FAO,27.3.a,NOR,,ok
3A4-N.,"Norway zone: IIIa), IV",FAO,27.4,NOR,,ok
514GRN_AMS,Greenland waters of 5 and 14 (shared quota),FAO,27.5,GRL,,ok
514GRN_AMS,Greenland waters of 5 and 14 (shared quota),FAO,27.14,GRL,,ok
8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.8,EU+INT,,ok
8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.9,EU+INT,,ok
8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.10,EU+INT,,ok
8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.12,EU+INT,,ok
8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.14,EU+INT,,ok
*05B-F,Faroese waters of Vb,FAO,27.5.b,FRO,,ok
5BC67/,"Spain, flat rate quantities: Vb)(1), VI, VII",FAO,27.5.b,,,ok
5BC67/,"Spain, flat rate quantities: Vb)(1), VI, VII",FAO,27.1,,,ok
5BC67/,"Spain, flat rate quantities: Vb)(1), VI, VII",FAO,27.6,,,ok
5BC67/,"Spain, flat rate quantities: Vb)(1), VI, VII",FAO,27.7,,,ok
LBR_2016,Liberia,EEZ,LBR,LBR,,ok
678-,"6, 7 and 8",FAO,27.6,,,ok
678-,"6, 7 and 8",FAO,27.7,,,ok
678-,"6, 7 and 8",FAO,27.8,,,ok
8C9PRT,"Portugal zone: VIIc), IX",FAO,27.7.c,PRT,,ok
8C9PRT,"Portugal zone: VIIc), IX",FAO,27.9,PRT,,ok
*F483.,Division 48.3,FAO,48.3,,,ok
*6AN58,"United Kingdom, Union and international waters of 6a north of 58°30’N ",FAO,27.6.a,GBR+EU+INT,,ok
3BCD-T,"IIIb),c),d) (2)",FAO,27.3.b,,,ok
3BCD-T,"IIIb),c),d) (2)",FAO,27.3.c,,,ok
3BCD-T,"IIIb),c),d) (2)",FAO,27.3.d,,,ok
3BCD-T,"IIIb),c),d) (2)",FAO,27.2,,,ok
XCI,"NEAFC Stock - Capelin (Sub Areas 2a, 5, 14)",RFMO,NEAFC,,,ok
XCI,"NEAFC Stock - Capelin (Sub Areas 2a, 5, 14)",FAO,27.2.a,,,ok
XCI,"NEAFC Stock - Capelin (Sub Areas 2a, 5, 14)",FAO,27.5,,,ok
XCI,"NEAFC Stock - Capelin (Sub Areas 2a, 5, 14)",FAO,27.14,,,ok
8-C.SEN,Union waters of 8,FAO,27.8,EU,,ok
67-,Community waters and waters not under the sovereignty or jurisdiction of third countries VI and VII,FAO,27.6,EU+THIRD,,ok
67-,Community waters and waters not under the sovereignty or jurisdiction of third countries VI and VII,FAO,27.7,EU+THIRD,,ok
09NX,"Part of subarea 9 north of 36°10'00""N",FAO,27.9,,"north of 36°10'00""N",ok
93411P,9 and 10; Union waters of CECAF 34.1.1,FAO,27.9,,,ok
93411P,9 and 10; Union waters of CECAF 34.1.1,FAO,27.10,,,ok
93411P,9 and 10; Union waters of CECAF 34.1.1,FAO,34.1.1,EU,,ok
N3LM,"NAFO 3L, 3M = FAO 21.3.L + 21.3.M",FAO,21.3.L,NAFO,,ok
N3LM,"NAFO 3L, 3M = FAO 21.3.L + 21.3.M",FAO,21.3.M,NAFO,,ok
GRLW44,West of 44° W,NONE,,,West of 44° W,constraint only - inherits parent area
SPR-AB,SPRFMO Convention Area within the research blocks A and B (see coordinates in the regulation),RFMO,SPRFMO,,,ok
*2AC4.,United Kingdom and Union waters of 2a and 4  ,FAO,27.2.a,GBR+EU,,ok
*2AC4.,United Kingdom and Union waters of 2a and 4  ,FAO,27.4,GBR+EU,,ok
F47X,"SEAFO, excluding Sub-Division B1",RFMO,SEAFO,,,ok
F47X,"SEAFO, excluding Sub-Division B1",FAO,27.1,,,ok
*F4814,Divisions 48.1 to 48.4,FAO,48.1,,,ok
*F4814,Divisions 48.1 to 48.4,FAO,48.4,,,ok
*234_7,Sandeel management area 7,SANDEEL,SAN7,,,ok
N1G14P,Greenland waters of the Redfish Conservation area in 14 (within the NEAFC box: 64°45'N 28°30'W; 62°50'N 25°45'W; 61°55'N 26°45'W; 61°00N 26°30'W; 59°00'N 30°00'W; 59°00'N 34°00'W; 61°30'N 34°00'W; 62°50'N 36°00'W; 64°45'N 28°30'W),RFMO,NEAFC,,within the NEAFC box: 64°45'N 28°30'W; 62°50'N 25°45'W; 61°55'N 26°45'W; 61°00N 26°30'W; 59°00'N 30°00'W; 59°00'N 34°00'W; 61°30'N 34°00'W; 62°50'N 36°00'W; 64°45'N 28°30'W),ok
N1G14P,Greenland waters of the Redfish Conservation area in 14 (within the NEAFC box: 64°45'N 28°30'W; 62°50'N 25°45'W; 61°55'N 26°45'W; 61°00N 26°30'W; 59°00'N 30°00'W; 59°00'N 34°00'W; 61°30'N 34°00'W; 62°50'N 36°00'W; 64°45'N 28°30'W),FAO,27.14,GRL,,ok
*C-FRA-3LMNO,Chartering arrangement with Saint Pierre et Miquelon in NAFO 3LMNO,CHARTER,SPM,,,charter
*C-FRA-3LMNO,Chartering arrangement with Saint Pierre et Miquelon in NAFO 3LMNO,FAO,21.3.L,NAFO,,ok
*C-FRA-3LMNO,Chartering arrangement with Saint Pierre et Miquelon in NAFO 3LMNO,FAO,21.3.M,NAFO,,ok
*C-FRA-3LMNO,Chartering arrangement with Saint Pierre et Miquelon in NAFO 3LMNO,FAO,21.3.N,NAFO,,ok
*C-FRA-3LMNO,Chartering arrangement with Saint Pierre et Miquelon in NAFO 3LMNO,FAO,21.3.O,NAFO,,ok
MRT_2015,Mauritania,EEZ,MRT,MRT,,ok
GNB_2024,Guinea-Bissau,EEZ,GNB,GNB,,ok
04A-C.,ICES division IVa - Northern North Sea - EU waters,FAO,27.4.a,EU,,ok
*03A.,3a,FAO,27.3.a,,,ok
*514N1,"V, XIV and NAFO 1",FAO,21.1,NAFO,,ok
*514N1,"V, XIV and NAFO 1",FAO,27.5,,,ok
*514N1,"V, XIV and NAFO 1",FAO,27.14,,,ok
F47-D,"SEAFO, excluding Sub-Area D",RFMO,SEAFO,,,ok
*E45W643,"ICCAT Convention area, east of 45°W",RFMO,ICCAT,,east of 45°W,ok
MED2_TR3,(no description - inferred from code),NONE,,,MED2_TR3,Mediterranean effort regime code - not an area
2AC47DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a,FAO,27.7.d,GBR+EU,,ok
2AC47DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a,FAO,27.7.e,GBR+EU,,ok
2AC47DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a,FAO,27.4,GBR+EU,,ok
2AC47DE,United Kingdom and Union waters of 4 and 7de; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
N5Z.,Division 21.5Z,FAO,21.5.Z,NAFO,,ok
10-,Union and international waters of 10,FAO,27.10,EU+INT,,ok
1245A-,"Community waters and waters not under the sovereignty or jurisdiction of third countries of I, II,  IV and Va",FAO,27.5.a,EU+THIRD,,ok
1245A-,"Community waters and waters not under the sovereignty or jurisdiction of third countries of I, II,  IV and Va",FAO,27.1,EU+THIRD,,ok
1245A-,"Community waters and waters not under the sovereignty or jurisdiction of third countries of I, II,  IV and Va",FAO,27.2,EU+THIRD,,ok
1245A-,"Community waters and waters not under the sovereignty or jurisdiction of third countries of I, II,  IV and Va",FAO,27.4,EU+THIRD,,ok
COG_DIR,Direct authorisations with Congo,EEZ,COG,COG,,ok
N3LNO,"NAFO 3L, 3N, 3O = FAO 21.3.L + 21.3.N + 21.3.O",FAO,21.3.L,NAFO,,ok
N3LNO,"NAFO 3L, 3N, 3O = FAO 21.3.L + 21.3.N + 21.3.O",FAO,21.3.N,NAFO,,ok
N3LNO,"NAFO 3L, 3N, 3O = FAO 21.3.L + 21.3.N + 21.3.O",FAO,21.3.O,NAFO,,ok
N3LMNO,NAFO 3LMNO,FAO,21.3.L,NAFO,,ok
N3LMNO,NAFO 3LMNO,FAO,21.3.M,NAFO,,ok
N3LMNO,NAFO 3LMNO,FAO,21.3.N,NAFO,,ok
N3LMNO,NAFO 3LMNO,FAO,21.3.O,NAFO,,ok
*5B-14,"Vb (CE Waters), VI, VII, XII, XIV",FAO,27.5.b,,,ok
*5B-14,"Vb (CE Waters), VI, VII, XII, XIV",FAO,27.6,,,ok
*5B-14,"Vb (CE Waters), VI, VII, XII, XIV",FAO,27.7,,,ok
*5B-14,"Vb (CE Waters), VI, VII, XII, XIV",FAO,27.12,,,ok
*5B-14,"Vb (CE Waters), VI, VII, XII, XIV",FAO,27.14,,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.3,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.4,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.5,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.6,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.7,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.8,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.9,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.10,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.12,GBR+EU+INT,,ok
3X14-,"United Kingdom, Union and international waters of 3, 4, 5, 6, 7, 8, 9, 10, 12 and 14",FAO,27.14,GBR+EU+INT,,ok
*25B-F,"2,  5b north of 62° N (Faroese waters)",FAO,27.5.b,FRO,north of 62° N,ok
*25B-F,"2,  5b north of 62° N (Faroese waters)",FAO,27.2,FRO,north of 62° N,ok
3BC+24,Subdivisions 22-24,FAO,27.3.c.22,,,ok
3BC+24,Subdivisions 22-24,FAO,27.3.b.23,,,ok
3BC+24,Subdivisions 22-24,FAO,27.3.d.24,,,ok
N01-C.,"NAFO 0,1 (1)",FAO,21.0,NAFO,,ok
N01-C.,"NAFO 0,1 (1)",FAO,21.1,NAFO,,ok
N01-C.,"NAFO 0,1 (1)",FAO,27.1,,,ok
*9/3411-BC,9 and 10; Union waters of CECAF 34.1.1 (By-catch),FAO,27.9,,,ok
*9/3411-BC,9 and 10; Union waters of CECAF 34.1.1 (By-catch),FAO,27.10,,,ok
*9/3411-BC,9 and 10; Union waters of CECAF 34.1.1 (By-catch),FAO,34.1.1,EU,,ok
AE045W,"Atlantic ocean, east of longitude 45° W",FAO,ATL,,,check
N2J3K,"NAFO 2J, 3K = FAO 21.2.J + 21.3.K",FAO,21.2.J,NAFO,,ok
N2J3K,"NAFO 2J, 3K = FAO 21.2.J + 21.3.K",FAO,21.3.K,NAFO,,ok
*03A-C,Union waters of 3a,FAO,27.3.a,EU,,ok
*3AN-,IIIa - Norwegian waters,FAO,27.3.a,NOR,,ok
3A4-C.,"IIIa), IV (1).",FAO,27.3.a,,,ok
3A4-C.,"IIIa), IV (1).",FAO,27.4,,,ok
3A4-C.,"IIIa), IV (1).",FAO,27.1,,,ok
*4BC,United Kingdom and Union waters of 4b and 4c,FAO,27.4.b,GBR+EU,,ok
*4BC,United Kingdom and Union waters of 4b and 4c,FAO,27.4.c,GBR+EU,,ok
AVARCH,"Atlantic Ocean, east of 45° W, and Mediterranean: exclusively for artisanal vessels from specific archipelagos in Greece (Ionian Islands), Spain (Canary Islands) and Portugal (Azores and Madeira)",FAO,37,,east of 45° W,ok
AVARCH,"Atlantic Ocean, east of 45° W, and Mediterranean: exclusively for artisanal vessels from specific archipelagos in Greece (Ionian Islands), Spain (Canary Islands) and Portugal (Azores and Madeira)",FAO,ATL,,east of 45° W,check
F481.,Peninsular (Subarea 48.1),FAO,48.1,,,ok
05EI.,United Kingdom and international  waters of 5,FAO,27.5,GBR+INT,,ok
24A7-C,"II, IVa), VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.4.a,,,ok
24A7-C,"II, IVa), VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.6.a,,,ok
24A7-C,"II, IVa), VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.6.b,,,ok
24A7-C,"II, IVa), VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.2,,,ok
24A7-C,"II, IVa), VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.7,,,ok
24A7-C,"II, IVa), VIa) North 56°30'N, VIb), VII West 12°W (1)",FAO,27.1,,,ok
03A-BC,3a,FAO,27.3.a,,,ok
*N1GRN,Greenland waters of NAFO 1,FAO,21.1,GRL,,ok
56-,"Zones V, VI",FAO,27.5,,,ok
56-,"Zones V, VI",FAO,27.6,,,ok
*C-CUM,Chartering arrangement with Cuba in NAFO 3M,CHARTER,CUB,,,charter
*C-CUM,Chartering arrangement with Cuba in NAFO 3M,FAO,21.3.M,NAFO,,ok
*8CX34,"II, IVa, VIa, North of 56° 30 N, VIb, VII West of 12° West",FAO,27.4.a,,North of 56° 30 N,ok
*8CX34,"II, IVa, VIa, North of 56° 30 N, VIb, VII West of 12° West",FAO,27.6.a,,North of 56° 30 N,ok
*8CX34,"II, IVa, VIa, North of 56° 30 N, VIb, VII West of 12° West",FAO,27.6.b,,North of 56° 30 N,ok
*8CX34,"II, IVa, VIa, North of 56° 30 N, VIb, VII West of 12° West",FAO,27.2,,North of 56° 30 N,ok
*8CX34,"II, IVa, VIa, North of 56° 30 N, VIb, VII West of 12° West",FAO,27.7,,North of 56° 30 N,ok
F41-81,All areas of distribution,NONE,,,,no geography
4AB-C.,"IVa),b) (1)",FAO,27.4.a,,,ok
4AB-C.,"IVa),b) (1)",FAO,27.4.b,,,ok
4AB-C.,"IVa),b) (1)",FAO,27.1,,,ok
46712-,"IV (1), VI, VII; XII (1), XIV (1)",FAO,27.4,,,ok
46712-,"IV (1), VI, VII; XII (1), XIV (1)",FAO,27.1,,,ok
46712-,"IV (1), VI, VII; XII (1), XIV (1)",FAO,27.6,,,ok
46712-,"IV (1), VI, VII; XII (1), XIV (1)",FAO,27.7,,,ok
46712-,"IV (1), VI, VII; XII (1), XIV (1)",FAO,27.12,,,ok
46712-,"IV (1), VI, VII; XII (1), XIV (1)",FAO,27.14,,,ok
MED2_LL1,(no description - inferred from code),NONE,,,MED2_LL1,Mediterranean effort regime code - not an area
2AC6-,"IIa) (1), III (1), IV; Vb) (1), VI",FAO,27.2.a,,,ok
2AC6-,"IIa) (1), III (1), IV; Vb) (1), VI",FAO,27.1,,,ok
2AC6-,"IIa) (1), III (1), IV; Vb) (1), VI",FAO,27.3,,,ok
2AC6-,"IIa) (1), III (1), IV; Vb) (1), VI",FAO,27.4,,,ok
2AC6-,"IIa) (1), III (1), IV; Vb) (1), VI",FAO,27.5.b,,,ok
2AC6-,"IIa) (1), III (1), IV; Vb) (1), VI",FAO,27.6,,,ok
*F483B,FAO 48.3 Antarctic - Management Area B: 43° 30' W to 40° W – 52° 30' S to 56° S,FAO,48.3,,,ok
*6AB.,6a north of 56° 30' N and 6b,FAO,27.6.a,,north of 56° 30' N,ok
*6AB.,6a north of 56° 30' N and 6b,FAO,27.6.b,,north of 56° 30' N,ok
MED1_LL3,(no description - inferred from code),NONE,,,MED1_LL3,Mediterranean effort regime code - not an area
GIN_DIR,Direct authorisations with Guinea,EEZ,GIN,GIN,,ok
514N1G,Greenland waters of V and XIV and of NAFO 1,FAO,21.1,GRL,,ok
514N1G,Greenland waters of V and XIV and of NAFO 1,FAO,27.5,GRL,,ok
514N1G,Greenland waters of V and XIV and of NAFO 1,FAO,27.14,GRL,,ok
1/2-N.,"Norway zone : I,II",FAO,27.1,NOR,,ok
1/2-N.,"Norway zone : I,II",FAO,27.2,NOR,,ok
SEN_2014,Senegal,EEZ,SEN,SEN,,ok
3D25.,Union waters of Subdivision 25,FAO,27.3.d.25,EU,,ok
04B.,Union waters of IVb (Norwegian part excluded by additional Special Condition),FAO,27.4.b,EU+NOR,,ok
ICAS05N,"ICCAT Convention area, south of 5°N",RFMO,ICCAT,,south of 5°N,ok
3D32.,Union waters of Subdivision 32,FAO,27.3.d.32,EU,,ok
46AN-EU,Union waters of 4 and 6a north of 56° 30' N,FAO,27.6.a,EU,north of 56° 30' N,ok
46AN-EU,Union waters of 4 and 6a north of 56° 30' N,FAO,27.4,EU,north of 56° 30' N,ok
06ACL.,"6 Clyde (Clyde stock: reference is to the herring stock in the maritime area situated to the north-east of a line drawn between the Mull of Kintyre (55°17.9'N, 05°47.8'W), a point at position (55°04'N, 05°23'W) and Corsewall Point (55°00.5'N, 05°09.4'W))",FAO,47.8,,"between the Mull of Kintyre (55°17.9'N, 05°47.8'W",ok
06ACL.,"6 Clyde (Clyde stock: reference is to the herring stock in the maritime area situated to the north-east of a line drawn between the Mull of Kintyre (55°17.9'N, 05°47.8'W), a point at position (55°04'N, 05°23'W) and Corsewall Point (55°00.5'N, 05°09.4'W))",FAO,27.6,,"between the Mull of Kintyre (55°17.9'N, 05°47.8'W",ok
COM_2013,Comoros,EEZ,COM,COM,,ok
MED-SR,Mediterranean Sea (Sport and recreational fisheries),FAO,37,,,ok
04-C.,United Kingdom and Union waters of 4,FAO,27.4,GBR+EU,,ok
F3742C,Union waters in the Black Sea - GSA 29,FAO,37.4,EU,,ok
F3742C,Union waters in the Black Sea - GSA 29,GSA,GSA29,EU,,ok
2A47-C,"EC waters of IIa), IV, Vb), VI, VII",FAO,27.2.a,EU,,ok
2A47-C,"EC waters of IIa), IV, Vb), VI, VII",FAO,27.5.b,EU,,ok
2A47-C,"EC waters of IIa), IV, Vb), VI, VII",FAO,27.4,EU,,ok
2A47-C,"EC waters of IIa), IV, Vb), VI, VII",FAO,27.6,EU,,ok
2A47-C,"EC waters of IIa), IV, Vb), VI, VII",FAO,27.7,EU,,ok
7GK.,"VIIg),h),j),k)",FAO,27.7.g,,,ok
7GK.,"VIIg),h),j),k)",FAO,27.7.h,,,ok
7GK.,"VIIg),h),j),k)",FAO,27.7.j,,,ok
7GK.,"VIIg),h),j),k)",FAO,27.7.k,,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.c.22,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.b.23,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.24,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.25,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.26,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.27,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.28,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.29,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.30,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.31,EU,,ok
*3BCDC,Union waters of Subdivisions 22-32,FAO,27.3.d.32,EU,,ok
124-,"Union and international waters of I, II and IV",FAO,27.1,EU+INT,,ok
124-,"Union and international waters of I, II and IV",FAO,27.2,EU+INT,,ok
124-,"Union and international waters of I, II and IV",FAO,27.4,EU+INT,,ok
1CX14-,"I, II, Vb) (1), VI, VII, XII, XIV",FAO,27.5.b,,,ok
1CX14-,"I, II, Vb) (1), VI, VII, XII, XIV",FAO,27.1,,,ok
1CX14-,"I, II, Vb) (1), VI, VII, XII, XIV",FAO,27.2,,,ok
1CX14-,"I, II, Vb) (1), VI, VII, XII, XIV",FAO,27.6,,,ok
1CX14-,"I, II, Vb) (1), VI, VII, XII, XIV",FAO,27.7,,,ok
1CX14-,"I, II, Vb) (1), VI, VII, XII, XIV",FAO,27.12,,,ok
1CX14-,"I, II, Vb) (1), VI, VII, XII, XIV",FAO,27.14,,,ok
STP_2019,Sao Tome and Principe,EEZ,STP,STP,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.b,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.c,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.d,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.e,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.f,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.g,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.h,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.j,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.7.k,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.8,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.9,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,27.10,,,ok
7X7A34,"7b-k, 8, 9 and 10; Union waters of CECAF 34.1.1",FAO,34.1.1,EU,,ok
*07D.,7d,FAO,27.7.d,,,ok
AE45WM_AMS,"Atlantic Ocean, east of 45° W, and Mediterranean (shared quota)",FAO,37,,east of 45° W,ok
AE45WM_AMS,"Atlantic Ocean, east of 45° W, and Mediterranean (shared quota)",FAO,ATL,,east of 45° W,check
3DEEFS,Estonia zone: IIId),FAO,27.3.d,EST,,ok
14.,ICES sub-area XIV - East Greenland,FAO,27.14,GRL,,ok
CPV_2015,Cape Verde,EEZ,CPV,CPV,,ok
02A-N.,Norway zone ( North of 62° N ): IIa),FAO,27.2.a,NOR,North of 62° N,ok
N1.,Subarea 21.1,FAO,21.1,NAFO,,ok
NPFC-PS,Purse seiners in NPFC Convention Area,RFMO,NPFC,,,ok
*ICAS05N,"ICCAT Convention area, south of 5°N",RFMO,ICCAT,,south of 5°N,ok
ICCAT,ICCAT Convention area,RFMO,ICCAT,,,ok
COK_2016,Cook Islands 2016,EEZ,COK,COK,,ok
